lmd_A,baseline_A,corLDMmRT_A,corLDMmRT_CI_lower_A,corLDMmRT_CI_upper_A,corLDM_congruent_A,coef_A,p_value_A,BIC_A,ext_model,lmd_B,baseline_B,corLDMmRT_B,corLDMmRT_CI_lower_B,corLDMmRT_CI_upper_B,corLDM_congruent_B,coef_B,p_value_B,BIC_B,corpora,measure,stimuli,model,window_radius,embedding_size,family,base_BIC_A,base_BIC_B,C1_corr_dir,C0_bAB,C2_B_inCI,C1C2,C3_AB_pvalue,C1C2C3,C4_dBIC_AB,C1C2C3C4
cor_mistral_7b_v0_1_Q4_K_M_pairs,m_RT ~  (1|stimuli) + country +  Letters_n+logSUBTITLES,-0.465,-0.588,-0.321,-0.00250731280508673,-332.37,0.081,1139,cor_mistral_7b_v0_1_Q4_K_M_pairsm_RT ~  (1|stimuli) + country +  Letters_n+logSUBTITLES,cor_mistral_7b_v0_1_Q4_K_M_pairs,m_RT ~  (1|stimuli) + country +  Letters_n+logSUBTITLES,-0.463,-0.58,-0.337,-0.00250731280508673,-338.47,0.078,1140.3,subtitles,cor,lowercase,mistral_7b_v0_1_Q4_K_M,r_4096,4096,llm,1149.13,1150.56,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
cor_mistral_7b_v0_1_Q4_K_M_pairs_names_Upper,m_RT ~  (1|stimuli) + country +  Letters_n+logSUBTITLES,-0.589,-0.692,-0.475,0.00668072548873897,-584.35,0,1130.6,cor_mistral_7b_v0_1_Q4_K_M_pairs_names_Upperm_RT ~  (1|stimuli) + country +  Letters_n+logSUBTITLES,cor_mistral_7b_v0_1_Q4_K_M_pairs_names_Upper,m_RT ~  (1|stimuli) + country +  Letters_n+logSUBTITLES,-0.587,-0.684,-0.471,0.00668072548873897,-585.53,0,1131.9,subtitles,cor,capitalized,mistral_7b_v0_1_Q4_K_M,r_4096,4096,llm,1149.13,1150.56,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
cos_llama_2_13b_chat_Q5_K_S_pairs,m_RT ~  (1|stimuli) + country +  Letters_n+logSUBTITLES,-0.48,-0.609,-0.346,-0.0138898539856878,-212.48,0.135,1140.3,cos_llama_2_13b_chat_Q5_K_S_pairsm_RT ~  (1|stimuli) + country +  Letters_n+logSUBTITLES,cos_llama_2_13b_chat_Q5_K_S_pairs,m_RT ~  (1|stimuli) + country +  Letters_n+logSUBTITLES,-0.479,-0.619,-0.332,-0.0138898539856878,-221.28,0.124,1141.6,subtitles,cos,lowercase,llama_2_13b_chat_Q5_K_S,r_4096,5120,llm,1149.13,1150.56,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
cos_llama_2_13b_chat_Q5_K_S_pairs_names_Upper,m_RT ~  (1|stimuli) + country +  Letters_n+logSUBTITLES,-0.511,-0.618,-0.402,-0.0166614547277141,-265.43,0.066,1139.7,cos_llama_2_13b_chat_Q5_K_S_pairs_names_Upperm_RT ~  (1|stimuli) + country +  Letters_n+logSUBTITLES,cos_llama_2_13b_chat_Q5_K_S_pairs_names_Upper,m_RT ~  (1|stimuli) + country +  Letters_n+logSUBTITLES,-0.51,-0.618,-0.39,-0.0166614547277141,-274.61,0.059,1140.9,subtitles,cos,capitalized,llama_2_13b_chat_Q5_K_S,r_4096,5120,llm,1149.13,1150.56,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
cos_llama_2_7b_chat_Q4_K_M_pairs,m_RT ~  (1|stimuli) + country +  Letters_n+logSUBTITLES,-0.527,-0.641,-0.367,0.0248067222993508,-438.07,0.006,1135.1,cos_llama_2_7b_chat_Q4_K_M_pairsm_RT ~  (1|stimuli) + country +  Letters_n+logSUBTITLES,cos_llama_2_7b_chat_Q4_K_M_pairs,m_RT ~  (1|stimuli) + country +  Letters_n+logSUBTITLES,-0.526,-0.642,-0.392,0.0248067222993508,-443.55,0.005,1136.4,subtitles,cos,lowercase,llama_2_7b_chat_Q4_K_M,r_4096,4096,llm,1149.13,1150.56,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
cos_llama_2_7b_chat_Q4_K_M_pairs_names_Upper,m_RT ~  (1|stimuli) + country +  Letters_n+logSUBTITLES,-0.619,-0.715,-0.51,0.00531946299137033,-439.24,0,1126.2,cos_llama_2_7b_chat_Q4_K_M_pairs_names_Upperm_RT ~  (1|stimuli) + country +  Letters_n+logSUBTITLES,cos_llama_2_7b_chat_Q4_K_M_pairs_names_Upper,m_RT ~  (1|stimuli) + country +  Letters_n+logSUBTITLES,-0.618,-0.71,-0.504,0.00531946299137033,-441.48,0,1127.5,subtitles,cos,capitalized,llama_2_7b_chat_Q4_K_M,r_4096,4096,llm,1149.13,1150.56,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
cos_mistral_7b_v0_1_Q4_K_M_pairs,m_RT ~  (1|stimuli) + country +  Letters_n+logSUBTITLES,-0.463,-0.589,-0.316,-0.00259980142361993,-327.91,0.085,1139,cos_mistral_7b_v0_1_Q4_K_M_pairsm_RT ~  (1|stimuli) + country +  Letters_n+logSUBTITLES,cos_mistral_7b_v0_1_Q4_K_M_pairs,m_RT ~  (1|stimuli) + country +  Letters_n+logSUBTITLES,-0.462,-0.578,-0.351,-0.00259980142361993,-334.03,0.081,1140.4,subtitles,cos,lowercase,mistral_7b_v0_1_Q4_K_M,r_4096,4096,llm,1149.13,1150.56,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
cos_mistral_7b_v0_1_Q4_K_M_pairs_names_Upper,m_RT ~  (1|stimuli) + country +  Letters_n+logSUBTITLES,-0.588,-0.693,-0.485,0.00661334630211045,-583.92,0,1130.7,cos_mistral_7b_v0_1_Q4_K_M_pairs_names_Upperm_RT ~  (1|stimuli) + country +  Letters_n+logSUBTITLES,cos_mistral_7b_v0_1_Q4_K_M_pairs_names_Upper,m_RT ~  (1|stimuli) + country +  Letters_n+logSUBTITLES,-0.586,-0.671,-0.484,0.00661334630211045,-585.11,0,1132,subtitles,cos,capitalized,mistral_7b_v0_1_Q4_K_M,r_4096,4096,llm,1149.13,1150.56,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
euc_llama_2_13b_chat_Q5_K_S_pairs,m_RT ~  (1|stimuli) + country +  Letters_n+logSUBTITLES,-0.375,-0.505,-0.226,-0.0187983453387059,-0.87,0.597,1150.2,euc_llama_2_13b_chat_Q5_K_S_pairsm_RT ~  (1|stimuli) + country +  Letters_n+logSUBTITLES,euc_llama_2_13b_chat_Q5_K_S_pairs,m_RT ~  (1|stimuli) + country +  Letters_n+logSUBTITLES,-0.375,-0.519,-0.218,-0.0187983453387059,-0.96,0.57,1151.6,subtitles,euc,lowercase,llama_2_13b_chat_Q5_K_S,r_4096,5120,llm,1149.13,1150.56,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
euc_llama_2_13b_chat_Q5_K_S_pairs_names_Upper,m_RT ~  (1|stimuli) + country +  Letters_n+logSUBTITLES,-0.443,-0.548,-0.316,-0.0209598886744024,-1.64,0.36,1149.9,euc_llama_2_13b_chat_Q5_K_S_pairs_names_Upperm_RT ~  (1|stimuli) + country +  Letters_n+logSUBTITLES,euc_llama_2_13b_chat_Q5_K_S_pairs_names_Upper,m_RT ~  (1|stimuli) + country +  Letters_n+logSUBTITLES,-0.442,-0.56,-0.316,-0.0209598886744024,-1.76,0.337,1151.3,subtitles,euc,capitalized,llama_2_13b_chat_Q5_K_S,r_4096,5120,llm,1149.13,1150.56,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
euc_llama_2_7b_chat_Q4_K_M_pairs,m_RT ~  (1|stimuli) + country +  Letters_n+logSUBTITLES,-0.264,-0.435,-0.108,0.0259036815500879,-0.51,0.783,1150.7,euc_llama_2_7b_chat_Q4_K_M_pairsm_RT ~  (1|stimuli) + country +  Letters_n+logSUBTITLES,euc_llama_2_7b_chat_Q4_K_M_pairs,m_RT ~  (1|stimuli) + country +  Letters_n+logSUBTITLES,-0.268,-0.447,-0.093,0.0259036815500879,-0.59,0.744,1152.1,subtitles,euc,lowercase,llama_2_7b_chat_Q4_K_M,r_4096,4096,llm,1149.13,1150.56,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
euc_llama_2_7b_chat_Q4_K_M_pairs_names_Upper,m_RT ~  (1|stimuli) + country +  Letters_n+logSUBTITLES,-0.46,-0.583,-0.331,0.0144419218396562,-1.99,0.097,1149.1,euc_llama_2_7b_chat_Q4_K_M_pairs_names_Upperm_RT ~  (1|stimuli) + country +  Letters_n+logSUBTITLES,euc_llama_2_7b_chat_Q4_K_M_pairs_names_Upper,m_RT ~  (1|stimuli) + country +  Letters_n+logSUBTITLES,-0.461,-0.603,-0.304,0.0144419218396562,-2.06,0.088,1150.3,subtitles,euc,capitalized,llama_2_7b_chat_Q4_K_M,r_4096,4096,llm,1149.13,1150.56,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
euc_mistral_7b_v0_1_Q4_K_M_pairs,m_RT ~  (1|stimuli) + country +  Letters_n+logSUBTITLES,-0.395,-0.539,-0.245,-0.000988465401822249,-0.89,0.073,1150.6,euc_mistral_7b_v0_1_Q4_K_M_pairsm_RT ~  (1|stimuli) + country +  Letters_n+logSUBTITLES,euc_mistral_7b_v0_1_Q4_K_M_pairs,m_RT ~  (1|stimuli) + country +  Letters_n+logSUBTITLES,-0.392,-0.526,-0.226,-0.000988465401822249,-0.89,0.073,1152,subtitles,euc,lowercase,mistral_7b_v0_1_Q4_K_M,r_4096,4096,llm,1149.13,1150.56,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
euc_mistral_7b_v0_1_Q4_K_M_pairs_names_Upper,m_RT ~  (1|stimuli) + country +  Letters_n+logSUBTITLES,-0.597,-0.675,-0.501,0.0052161415008312,-1.73,0,1139.9,euc_mistral_7b_v0_1_Q4_K_M_pairs_names_Upperm_RT ~  (1|stimuli) + country +  Letters_n+logSUBTITLES,euc_mistral_7b_v0_1_Q4_K_M_pairs_names_Upper,m_RT ~  (1|stimuli) + country +  Letters_n+logSUBTITLES,-0.594,-0.694,-0.484,0.0052161415008312,-1.73,0,1141.5,subtitles,euc,capitalized,mistral_7b_v0_1_Q4_K_M,r_4096,4096,llm,1149.13,1150.56,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
cor_glove_6B_300d_pairs,m_RT ~  (1|stimuli) + country +  Letters_n+logSUBTITLES,-0.283,-0.436,-0.082,-0.0478412240573369,-107.24,0.448,1141.2,cor_glove_6B_300d_pairsm_RT ~  (1|stimuli) + country +  Letters_n+logSUBTITLES,cor_glove_6B_300d_pairs,m_RT ~  (1|stimuli) + country +  Letters_n+logSUBTITLES,-0.282,-0.425,-0.096,-0.0478412240573369,-109.11,0.444,1142.6,subtitles,cor,lowercase,glove_6B_300d,r_global,300,count,1149.13,1150.56,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
cos_glove_6B_300d_pairs,m_RT ~  (1|stimuli) + country +  Letters_n+logSUBTITLES,-0.287,-0.441,-0.118,-0.0481560448273562,-109.47,0.439,1141.2,cos_glove_6B_300d_pairsm_RT ~  (1|stimuli) + country +  Letters_n+logSUBTITLES,cos_glove_6B_300d_pairs,m_RT ~  (1|stimuli) + country +  Letters_n+logSUBTITLES,-0.286,-0.448,-0.114,-0.0481560448273562,-111.47,0.435,1142.6,subtitles,cos,lowercase,glove_6B_300d,r_global,300,count,1149.13,1150.56,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
euc_glove_6B_300d_pairs,m_RT ~  (1|stimuli) + country +  Letters_n+logSUBTITLES,-0.21,-0.381,-0.034,-0.0412384990143565,-13.59,0.598,1144.8,euc_glove_6B_300d_pairsm_RT ~  (1|stimuli) + country +  Letters_n+logSUBTITLES,euc_glove_6B_300d_pairs,m_RT ~  (1|stimuli) + country +  Letters_n+logSUBTITLES,-0.21,-0.388,-0.006,-0.0412384990143565,-14.23,0.586,1146.2,subtitles,euc,lowercase,glove_6B_300d,r_global,300,count,1149.13,1150.56,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
bnc_conditional_probability_ngram_None_r1,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,0.135,-0.078,0.327,0.0322822210007669,20623.89,0.337,1129.7,bnc_conditional_probability_ngram_None_r1m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,bnc_conditional_probability_ngram_None_r1,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,0.128,-0.092,0.321,0.0322822210007669,19440.62,0.365,1131.2,bnc,-,lowercase,conditional_probability_ngram,r_01,None,ngram,1147.89,1149.29,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
bnc_conditional_probability_ngram_None_r10,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,-0.371,-0.519,-0.219,0.0586914578036892,-90740.8,0.067,1126,bnc_conditional_probability_ngram_None_r10m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,bnc_conditional_probability_ngram_None_r10,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,-0.372,-0.528,-0.218,0.0586914578036892,-92085.17,0.065,1127.3,bnc,-,lowercase,conditional_probability_ngram,r_10,None,ngram,1147.89,1149.29,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
bnc_conditional_probability_ngram_None_r3,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,-0.143,-0.388,0.12,0.10957187356543,-47121.98,0.323,1128.1,bnc_conditional_probability_ngram_None_r3m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,bnc_conditional_probability_ngram_None_r3,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,-0.148,-0.366,0.068,0.10957187356543,-48634.61,0.307,1129.5,bnc,-,lowercase,conditional_probability_ngram,r_03,None,ngram,1147.89,1149.29,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
bnc_conditional_probability_ngram_None_r5,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,-0.292,-0.475,-0.087,0.139058028462317,-85497.7,0.076,1126,bnc_conditional_probability_ngram_None_r5m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,bnc_conditional_probability_ngram_None_r5,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,-0.295,-0.447,-0.112,0.139058028462317,-86490.08,0.074,1127.3,bnc,-,lowercase,conditional_probability_ngram,r_05,None,ngram,1147.89,1149.29,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
bnc_log_ngram_None_r1,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,0.283,0.079,0.462,0.0306854794444468,-0.77,0.949,1143.4,bnc_log_ngram_None_r1m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,bnc_log_ngram_None_r1,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,0.277,0.098,0.454,0.0306854794444468,-3.8,0.985,1144.8,bnc,-,lowercase,log_ngram,r_01,None,ngram,1147.89,1149.29,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
bnc_log_ngram_None_r10,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,0.168,-0.012,0.338,0.0418699300145942,-29.74,0.269,1142.8,bnc_log_ngram_None_r10m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,bnc_log_ngram_None_r10,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,0.167,-0.014,0.345,0.0418699300145942,-30.42,0.261,1144.2,bnc,-,lowercase,log_ngram,r_10,None,ngram,1147.89,1149.29,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
bnc_log_ngram_None_r3,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,0.243,0.051,0.43,-0.000492183583406575,-3.74,0.916,1143.7,bnc_log_ngram_None_r3m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,bnc_log_ngram_None_r3,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,0.24,0.06,0.386,-0.000492183583406575,-5.33,0.873,1145.1,bnc,-,lowercase,log_ngram,r_03,None,ngram,1147.89,1149.29,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
bnc_log_ngram_None_r5,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,0.18,0.024,0.367,0.0479582128908962,-27.5,0.352,1143,bnc_log_ngram_None_r5m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,bnc_log_ngram_None_r5,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,0.178,-0.014,0.332,0.0479582128908962,-28.42,0.336,1144.3,bnc,-,lowercase,log_ngram,r_05,None,ngram,1147.89,1149.29,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
bnc_pmi_ngram_None_r1,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,0.07,-0.124,0.261,0.0775099854770681,4.61,0.515,1146,bnc_pmi_ngram_None_r1m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,bnc_pmi_ngram_None_r1,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,0.061,-0.15,0.282,0.0775099854770681,4.05,0.558,1147.4,bnc,-,lowercase,pmi_ngram,r_01,None,ngram,1147.89,1149.29,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
bnc_pmi_ngram_None_r10,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,-0.227,-0.402,-0.023,0.131364704084906,-23.15,0.033,1141.3,bnc_pmi_ngram_None_r10m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,bnc_pmi_ngram_None_r10,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,-0.229,-0.416,-0.045,0.131364704084906,-23.35,0.032,1142.7,bnc,-,lowercase,pmi_ngram,r_10,None,ngram,1147.89,1149.29,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
bnc_pmi_ngram_None_r3,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,-0.011,-0.196,0.136,0.0791866163192549,2.02,0.769,1145.7,bnc_pmi_ngram_None_r3m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,bnc_pmi_ngram_None_r3,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,-0.018,-0.202,0.149,0.0791866163192549,1.56,0.804,1147.1,bnc,-,lowercase,pmi_ngram,r_03,None,ngram,1147.89,1149.29,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
bnc_pmi_ngram_None_r5,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,-0.175,-0.375,0.041,0.193468936963348,-24.9,0.124,1142.7,bnc_pmi_ngram_None_r5m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,bnc_pmi_ngram_None_r5,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,-0.18,-0.37,0.032,0.193468936963348,-24.83,0.123,1144.1,bnc,-,lowercase,pmi_ngram,r_05,None,ngram,1147.89,1149.29,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
bnc_ppmi_ngram_None_r1,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,0.179,0.004,0.356,0.0253530318394099,12,0.247,1144.7,bnc_ppmi_ngram_None_r1m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,bnc_ppmi_ngram_None_r1,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,0.171,0.004,0.32,0.0253530318394099,11.28,0.277,1146.2,bnc,-,lowercase,ppmi_ngram,r_01,None,ngram,1147.89,1149.29,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
bnc_ppmi_ngram_None_r10,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,-0.157,-0.333,0.008,0.113872592261508,-21.7,0.27,1143.5,bnc_ppmi_ngram_None_r10m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,bnc_ppmi_ngram_None_r10,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,-0.161,-0.342,0.025,0.113872592261508,-22.33,0.257,1144.8,bnc,-,lowercase,ppmi_ngram,r_10,None,ngram,1147.89,1149.29,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
bnc_ppmi_ngram_None_r3,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,0.003,-0.225,0.226,0.197405750487248,-40.69,0.224,1142.5,bnc_ppmi_ngram_None_r3m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,bnc_ppmi_ngram_None_r3,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,-0.004,-0.264,0.214,0.197405750487248,-41.42,0.208,1143.8,bnc,-,lowercase,ppmi_ngram,r_03,None,ngram,1147.89,1149.29,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
bnc_ppmi_ngram_None_r5,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,-0.082,-0.33,0.137,0.240948475174129,-54,0.08,1140.6,bnc_ppmi_ngram_None_r5m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,bnc_ppmi_ngram_None_r5,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,-0.089,-0.319,0.121,0.240948475174129,-53.46,0.078,1142,bnc,-,lowercase,ppmi_ngram,r_05,None,ngram,1147.89,1149.29,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
bnc_probability_ratio_ngram_None_r1,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,0.169,0.003,0.326,0.0445015116002273,1.91,0.328,1148.3,bnc_probability_ratio_ngram_None_r1m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,bnc_probability_ratio_ngram_None_r1,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,0.162,0.034,0.308,0.0445015116002273,1.81,0.355,1149.8,bnc,-,lowercase,probability_ratio_ngram,r_01,None,ngram,1147.89,1149.29,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
bnc_probability_ratio_ngram_None_r10,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,-0.102,-0.23,0.046,0.0847465897441405,-8.97,0.391,1145.2,bnc_probability_ratio_ngram_None_r10m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,bnc_probability_ratio_ngram_None_r10,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,-0.106,-0.246,0.037,0.0847465897441405,-9.34,0.373,1146.6,bnc,-,lowercase,probability_ratio_ngram,r_10,None,ngram,1147.89,1149.29,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
bnc_probability_ratio_ngram_None_r3,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,0.107,-0.117,0.296,0.110753023911154,-1.4,0.989,1147,bnc_probability_ratio_ngram_None_r3m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,bnc_probability_ratio_ngram_None_r3,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,0.1,-0.062,0.262,0.110753023911154,-1.64,0.978,1148.4,bnc,-,lowercase,probability_ratio_ngram,r_03,None,ngram,1147.89,1149.29,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
bnc_probability_ratio_ngram_None_r5,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,-0.007,-0.229,0.161,0.19662293703211,-15.19,0.266,1144.5,bnc_probability_ratio_ngram_None_r5m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,bnc_probability_ratio_ngram_None_r5,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,-0.013,-0.22,0.162,0.19662293703211,-14.99,0.262,1145.9,bnc,-,lowercase,probability_ratio_ngram,r_05,None,ngram,1147.89,1149.29,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
cos_bnc_cbow_100_r1,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,-0.118,-0.336,0.116,-0.0762167202374163,21.92,0.984,1140.9,cos_bnc_cbow_100_r1m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,cos_bnc_cbow_100_r1,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,-0.116,-0.295,0.087,-0.0762167202374163,20.8,0.988,1142.3,bnc,cos,lowercase,cbow,r_01,100,predict,1147.89,1149.29,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
cos_bnc_cbow_100_r10,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,0.214,0.039,0.386,-0.200808484287357,258.21,0.033,1136.3,cos_bnc_cbow_100_r10m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,cos_bnc_cbow_100_r10,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,0.215,0.012,0.402,-0.200808484287357,252.83,0.035,1137.8,bnc,cos,lowercase,cbow,r_10,100,predict,1147.89,1149.29,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
cos_bnc_cbow_100_r3,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,0.066,-0.119,0.254,-0.177677671184022,213.02,0.131,1138.6,cos_bnc_cbow_100_r3m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,cos_bnc_cbow_100_r3,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,0.069,-0.133,0.26,-0.177677671184022,208.99,0.133,1140,bnc,cos,lowercase,cbow,r_03,100,predict,1147.89,1149.29,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
cos_bnc_cbow_100_r5,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,0.129,-0.06,0.315,-0.207629502421269,260.52,0.061,1137.2,cos_bnc_cbow_100_r5m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,cos_bnc_cbow_100_r5,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,0.131,-0.049,0.309,-0.207629502421269,253.76,0.064,1138.7,bnc,cos,lowercase,cbow,r_05,100,predict,1147.89,1149.29,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
cos_bnc_cbow_200_r1,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,-0.05,-0.283,0.156,-0.103943455367764,78.69,0.716,1140.5,cos_bnc_cbow_200_r1m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,cos_bnc_cbow_200_r1,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,-0.048,-0.24,0.176,-0.103943455367764,76.51,0.723,1141.9,bnc,cos,lowercase,cbow,r_01,200,predict,1147.89,1149.29,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
cos_bnc_cbow_200_r10,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,0.197,0.016,0.399,-0.20077741748872,240.14,0.056,1137.2,cos_bnc_cbow_200_r10m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,cos_bnc_cbow_200_r10,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,0.199,0.021,0.411,-0.20077741748872,236.53,0.058,1138.7,bnc,cos,lowercase,cbow,r_10,200,predict,1147.89,1149.29,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
