lmd_A,baseline_A,corLDMmRT_A,corLDMmRT_CI_lower_A,corLDMmRT_CI_upper_A,corLDM_congruent_A,coef.subtitles_conditional_probability_ngram_None_r1_A,p_value_A,BIC_A,ext_model,lmd_B,baseline_B,corLDMmRT_B,corLDMmRT_CI_lower_B,corLDMmRT_CI_upper_B,corLDM_congruent_B,coef.subtitles_conditional_probability_ngram_None_r1_B,p_value_B,BIC_B,corpora,measure,stimuli,model,window_radius,embedding_size,family,base_BIC_A,base_BIC_B,C1_corr_dir,C0_bAB,C2_B_inCI,C1C2,C3_AB_pvalue,C1C2C3,C4_dBIC_AB,C1C2C3C4
cos_ukwac_skipgram_100_r10,m_RT ~ country +  Letters_n + logUKWAC,0.281,0.112,0.457,-0.00546524990083574,135.04,0.312,1176.5,cos_ukwac_skipgram_100_r10m_RT ~ country +  Letters_n + logUKWAC,cos_ukwac_skipgram_100_r10,m_RT ~ country +  Letters_n + logUKWAC,0.279,0.068,0.436,-0.00546524990083574,134.13,0.318,1177.7,ukwac,cos,lowercase,skipgram,r_10,100,predict,1173.01,1174.19,TRUE,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
cos_ukwac_skipgram_100_r3,m_RT ~ country +  Letters_n + logUKWAC,0.131,-0.062,0.308,0.000589962947880633,90.36,0.46,1177,cos_ukwac_skipgram_100_r3m_RT ~ country +  Letters_n + logUKWAC,cos_ukwac_skipgram_100_r3,m_RT ~ country +  Letters_n + logUKWAC,0.131,-0.04,0.333,0.000589962947880633,90.69,0.461,1178.2,ukwac,cos,lowercase,skipgram,r_03,100,predict,1173.01,1174.19,TRUE,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
cos_ukwac_skipgram_100_r5,m_RT ~ country +  Letters_n + logUKWAC,0.141,-0.071,0.312,-0.00849252758213268,63.03,0.621,1177.3,cos_ukwac_skipgram_100_r5m_RT ~ country +  Letters_n + logUKWAC,cos_ukwac_skipgram_100_r5,m_RT ~ country +  Letters_n + logUKWAC,0.14,-0.064,0.337,-0.00849252758213268,63.11,0.622,1178.5,ukwac,cos,lowercase,skipgram,r_05,100,predict,1173.01,1174.19,TRUE,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
cos_ukwac_skipgram_200_r1,m_RT ~ country +  Letters_n + logUKWAC,-0.037,-0.28,0.164,0.0174356553580037,-62.65,0.613,1177.3,cos_ukwac_skipgram_200_r1m_RT ~ country +  Letters_n + logUKWAC,cos_ukwac_skipgram_200_r1,m_RT ~ country +  Letters_n + logUKWAC,-0.036,-0.242,0.183,0.0174356553580037,-62.35,0.617,1178.5,ukwac,cos,lowercase,skipgram,r_01,200,predict,1173.01,1174.19,TRUE,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
cos_ukwac_skipgram_200_r10,m_RT ~ country +  Letters_n + logUKWAC,0.113,-0.072,0.327,0.0596724169613107,-38.32,0.786,1177.5,cos_ukwac_skipgram_200_r10m_RT ~ country +  Letters_n + logUKWAC,cos_ukwac_skipgram_200_r10,m_RT ~ country +  Letters_n + logUKWAC,0.113,-0.076,0.316,0.0596724169613107,-37.67,0.791,1178.7,ukwac,cos,lowercase,skipgram,r_10,200,predict,1173.01,1174.19,TRUE,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
cos_ukwac_skipgram_200_r3,m_RT ~ country +  Letters_n + logUKWAC,0.041,-0.184,0.251,0.01720646576465,-31.69,0.797,1177.5,cos_ukwac_skipgram_200_r3m_RT ~ country +  Letters_n + logUKWAC,cos_ukwac_skipgram_200_r3,m_RT ~ country +  Letters_n + logUKWAC,0.04,-0.136,0.251,0.01720646576465,-32.16,0.795,1178.7,ukwac,cos,lowercase,skipgram,r_03,200,predict,1173.01,1174.19,TRUE,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
cos_ukwac_skipgram_200_r5,m_RT ~ country +  Letters_n + logUKWAC,0.132,-0.044,0.288,0.0101468297874655,-12.29,0.926,1177.6,cos_ukwac_skipgram_200_r5m_RT ~ country +  Letters_n + logUKWAC,cos_ukwac_skipgram_200_r5,m_RT ~ country +  Letters_n + logUKWAC,0.132,-0.052,0.325,0.0101468297874655,-11.58,0.93,1178.7,ukwac,cos,lowercase,skipgram,r_05,200,predict,1173.01,1174.19,TRUE,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
cos_ukwac_skipgram_300_r1,m_RT ~ country +  Letters_n + logUKWAC,-0.083,-0.297,0.106,0.0373794226711574,-86.74,0.519,1177.1,cos_ukwac_skipgram_300_r1m_RT ~ country +  Letters_n + logUKWAC,cos_ukwac_skipgram_300_r1,m_RT ~ country +  Letters_n + logUKWAC,-0.082,-0.283,0.146,0.0373794226711574,-85.32,0.529,1178.3,ukwac,cos,lowercase,skipgram,r_01,300,predict,1173.01,1174.19,TRUE,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
cos_ukwac_skipgram_300_r10,m_RT ~ country +  Letters_n + logUKWAC,0.083,-0.095,0.277,0.0649791328594722,-12.04,0.933,1177.6,cos_ukwac_skipgram_300_r10m_RT ~ country +  Letters_n + logUKWAC,cos_ukwac_skipgram_300_r10,m_RT ~ country +  Letters_n + logUKWAC,0.082,-0.091,0.248,0.0649791328594722,-11.43,0.937,1178.7,ukwac,cos,lowercase,skipgram,r_10,300,predict,1173.01,1174.19,TRUE,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
cos_ukwac_skipgram_300_r3,m_RT ~ country +  Letters_n + logUKWAC,0.116,-0.112,0.295,0.0105528997407337,22.09,0.87,1177.5,cos_ukwac_skipgram_300_r3m_RT ~ country +  Letters_n + logUKWAC,cos_ukwac_skipgram_300_r3,m_RT ~ country +  Letters_n + logUKWAC,0.117,-0.092,0.341,0.0105528997407337,24.14,0.859,1178.7,ukwac,cos,lowercase,skipgram,r_03,300,predict,1173.01,1174.19,TRUE,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
cos_ukwac_skipgram_300_r5,m_RT ~ country +  Letters_n + logUKWAC,0.093,-0.128,0.318,0.0501894288075187,-42.78,0.762,1177.5,cos_ukwac_skipgram_300_r5m_RT ~ country +  Letters_n + logUKWAC,cos_ukwac_skipgram_300_r5,m_RT ~ country +  Letters_n + logUKWAC,0.094,-0.083,0.289,0.0501894288075187,-41.32,0.771,1178.7,ukwac,cos,lowercase,skipgram,r_05,300,predict,1173.01,1174.19,TRUE,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
cos_ukwac_skipgram_50_r1,m_RT ~ country +  Letters_n + logUKWAC,0.016,-0.175,0.192,0.028459202858584,17.97,0.859,1177.5,cos_ukwac_skipgram_50_r1m_RT ~ country +  Letters_n + logUKWAC,cos_ukwac_skipgram_50_r1,m_RT ~ country +  Letters_n + logUKWAC,0.017,-0.169,0.192,0.028459202858584,19.11,0.851,1178.7,ukwac,cos,lowercase,skipgram,r_01,50,predict,1173.01,1174.19,TRUE,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
cos_ukwac_skipgram_50_r10,m_RT ~ country +  Letters_n + logUKWAC,0.351,0.186,0.497,-0.056196472055063,108.49,0.256,1176.2,cos_ukwac_skipgram_50_r10m_RT ~ country +  Letters_n + logUKWAC,cos_ukwac_skipgram_50_r10,m_RT ~ country +  Letters_n + logUKWAC,0.351,0.163,0.535,-0.056196472055063,109.53,0.254,1177.4,ukwac,cos,lowercase,skipgram,r_10,50,predict,1173.01,1174.19,TRUE,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
cos_ukwac_skipgram_50_r3,m_RT ~ country +  Letters_n + logUKWAC,0.123,-0.062,0.301,0.0393129033308092,20.77,0.843,1177.5,cos_ukwac_skipgram_50_r3m_RT ~ country +  Letters_n + logUKWAC,cos_ukwac_skipgram_50_r3,m_RT ~ country +  Letters_n + logUKWAC,0.124,-0.082,0.321,0.0393129033308092,22.42,0.832,1178.7,ukwac,cos,lowercase,skipgram,r_03,50,predict,1173.01,1174.19,TRUE,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
cos_ukwac_skipgram_50_r5,m_RT ~ country +  Letters_n + logUKWAC,0.193,-0.015,0.395,-0.0101852615491987,29.47,0.786,1177.5,cos_ukwac_skipgram_50_r5m_RT ~ country +  Letters_n + logUKWAC,cos_ukwac_skipgram_50_r5,m_RT ~ country +  Letters_n + logUKWAC,0.193,-0.013,0.398,-0.0101852615491987,30.16,0.782,1178.7,ukwac,cos,lowercase,skipgram,r_05,50,predict,1173.01,1174.19,TRUE,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
cos_ukwac_skipgram_500_r1,m_RT ~ country +  Letters_n + logUKWAC,-0.154,-0.363,0.064,0.0314408641198838,-85.97,0.576,1177.2,cos_ukwac_skipgram_500_r1m_RT ~ country +  Letters_n + logUKWAC,cos_ukwac_skipgram_500_r1,m_RT ~ country +  Letters_n + logUKWAC,-0.152,-0.325,0.032,0.0314408641198838,-83.58,0.589,1178.4,ukwac,cos,lowercase,skipgram,r_01,500,predict,1173.01,1174.19,TRUE,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
cos_ukwac_skipgram_500_r10,m_RT ~ country +  Letters_n + logUKWAC,0.049,-0.131,0.215,0.0596178109112286,25.3,0.853,1177.5,cos_ukwac_skipgram_500_r10m_RT ~ country +  Letters_n + logUKWAC,cos_ukwac_skipgram_500_r10,m_RT ~ country +  Letters_n + logUKWAC,0.049,-0.138,0.236,0.0596178109112286,26.95,0.844,1178.7,ukwac,cos,lowercase,skipgram,r_10,500,predict,1173.01,1174.19,TRUE,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
cos_ukwac_skipgram_500_r3,m_RT ~ country +  Letters_n + logUKWAC,-0.011,-0.205,0.195,0.0187279350629989,24.5,0.874,1177.6,cos_ukwac_skipgram_500_r3m_RT ~ country +  Letters_n + logUKWAC,cos_ukwac_skipgram_500_r3,m_RT ~ country +  Letters_n + logUKWAC,-0.009,-0.226,0.186,0.0187279350629989,27.73,0.858,1178.7,ukwac,cos,lowercase,skipgram,r_03,500,predict,1173.01,1174.19,TRUE,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
cos_ukwac_skipgram_500_r5,m_RT ~ country +  Letters_n + logUKWAC,-0.007,-0.222,0.184,0.0390850474760421,-18.6,0.909,1177.6,cos_ukwac_skipgram_500_r5m_RT ~ country +  Letters_n + logUKWAC,cos_ukwac_skipgram_500_r5,m_RT ~ country +  Letters_n + logUKWAC,-0.006,-0.2,0.199,0.0390850474760421,-16.38,0.921,1178.7,ukwac,cos,lowercase,skipgram,r_05,500,predict,1173.01,1174.19,TRUE,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
euc_ukwac_cbow_100_r1,m_RT ~ country +  Letters_n + logUKWAC,-0.058,-0.245,0.141,0.0233835886102083,7.2,0.496,1177.1,euc_ukwac_cbow_100_r1m_RT ~ country +  Letters_n + logUKWAC,euc_ukwac_cbow_100_r1,m_RT ~ country +  Letters_n + logUKWAC,-0.059,-0.26,0.138,0.0233835886102083,7.17,0.5,1178.3,ukwac,euc,lowercase,cbow,r_01,100,predict,1173.01,1174.19,TRUE,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
euc_ukwac_cbow_100_r10,m_RT ~ country +  Letters_n + logUKWAC,0.22,0.008,0.405,-0.00452556369171448,3.63,0.151,1175.4,euc_ukwac_cbow_100_r10m_RT ~ country +  Letters_n + logUKWAC,euc_ukwac_cbow_100_r10,m_RT ~ country +  Letters_n + logUKWAC,0.218,0.021,0.422,-0.00452556369171448,3.62,0.155,1176.6,ukwac,euc,lowercase,cbow,r_10,100,predict,1173.01,1174.19,TRUE,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
euc_ukwac_cbow_100_r3,m_RT ~ country +  Letters_n + logUKWAC,0.046,-0.152,0.252,0.0177369773652549,3.28,0.451,1177,euc_ukwac_cbow_100_r3m_RT ~ country +  Letters_n + logUKWAC,euc_ukwac_cbow_100_r3,m_RT ~ country +  Letters_n + logUKWAC,0.045,-0.133,0.238,0.0177369773652549,3.28,0.454,1178.2,ukwac,euc,lowercase,cbow,r_03,100,predict,1173.01,1174.19,TRUE,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
euc_ukwac_cbow_100_r5,m_RT ~ country +  Letters_n + logUKWAC,0.085,-0.097,0.278,0.00775099363155702,2.77,0.396,1176.8,euc_ukwac_cbow_100_r5m_RT ~ country +  Letters_n + logUKWAC,euc_ukwac_cbow_100_r5,m_RT ~ country +  Letters_n + logUKWAC,0.085,-0.122,0.271,0.00775099363155702,2.77,0.399,1178,ukwac,euc,lowercase,cbow,r_05,100,predict,1173.01,1174.19,TRUE,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
euc_ukwac_cbow_200_r1,m_RT ~ country +  Letters_n + logUKWAC,-0.093,-0.292,0.094,0.0247202632800838,4.42,0.668,1177.4,euc_ukwac_cbow_200_r1m_RT ~ country +  Letters_n + logUKWAC,euc_ukwac_cbow_200_r1,m_RT ~ country +  Letters_n + logUKWAC,-0.094,-0.289,0.092,0.0247202632800838,4.4,0.671,1178.6,ukwac,euc,lowercase,cbow,r_01,200,predict,1173.01,1174.19,TRUE,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
euc_ukwac_cbow_200_r10,m_RT ~ country +  Letters_n + logUKWAC,0.156,-0.076,0.348,-0.00442718938112961,3.34,0.167,1175.6,euc_ukwac_cbow_200_r10m_RT ~ country +  Letters_n + logUKWAC,euc_ukwac_cbow_200_r10,m_RT ~ country +  Letters_n + logUKWAC,0.154,-0.062,0.309,-0.00442718938112961,3.33,0.17,1176.8,ukwac,euc,lowercase,cbow,r_10,200,predict,1173.01,1174.19,TRUE,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
euc_ukwac_cbow_200_r3,m_RT ~ country +  Letters_n + logUKWAC,-0.02,-0.218,0.19,0.0374951349146417,2.02,0.651,1177.4,euc_ukwac_cbow_200_r3m_RT ~ country +  Letters_n + logUKWAC,euc_ukwac_cbow_200_r3,m_RT ~ country +  Letters_n + logUKWAC,-0.021,-0.21,0.149,0.0374951349146417,2.01,0.654,1178.5,ukwac,euc,lowercase,cbow,r_03,200,predict,1173.01,1174.19,TRUE,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
euc_ukwac_cbow_200_r5,m_RT ~ country +  Letters_n + logUKWAC,0.007,-0.206,0.186,0.0279374329166324,1.75,0.601,1177.3,euc_ukwac_cbow_200_r5m_RT ~ country +  Letters_n + logUKWAC,euc_ukwac_cbow_200_r5,m_RT ~ country +  Letters_n + logUKWAC,0.007,-0.205,0.253,0.0279374329166324,1.75,0.603,1178.5,ukwac,euc,lowercase,cbow,r_05,200,predict,1173.01,1174.19,TRUE,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
euc_ukwac_cbow_300_r1,m_RT ~ country +  Letters_n + logUKWAC,-0.095,-0.277,0.068,0.00509212327679374,5.98,0.564,1177.2,euc_ukwac_cbow_300_r1m_RT ~ country +  Letters_n + logUKWAC,euc_ukwac_cbow_300_r1,m_RT ~ country +  Letters_n + logUKWAC,-0.095,-0.279,0.087,0.00509212327679374,6.03,0.563,1178.4,ukwac,euc,lowercase,cbow,r_01,300,predict,1173.01,1174.19,TRUE,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
euc_ukwac_cbow_300_r10,m_RT ~ country +  Letters_n + logUKWAC,0.083,-0.081,0.262,0.00544607052793854,3.08,0.218,1176,euc_ukwac_cbow_300_r10m_RT ~ country +  Letters_n + logUKWAC,euc_ukwac_cbow_300_r10,m_RT ~ country +  Letters_n + logUKWAC,0.081,-0.096,0.26,0.00544607052793854,3.07,0.223,1177.2,ukwac,euc,lowercase,cbow,r_10,300,predict,1173.01,1174.19,TRUE,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
euc_ukwac_cbow_300_r3,m_RT ~ country +  Letters_n + logUKWAC,-0.051,-0.258,0.16,0.0353573290019558,1.64,0.715,1177.4,euc_ukwac_cbow_300_r3m_RT ~ country +  Letters_n + logUKWAC,euc_ukwac_cbow_300_r3,m_RT ~ country +  Letters_n + logUKWAC,-0.051,-0.244,0.157,0.0353573290019558,1.66,0.714,1178.6,ukwac,euc,lowercase,cbow,r_03,300,predict,1173.01,1174.19,TRUE,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
euc_ukwac_cbow_300_r5,m_RT ~ country +  Letters_n + logUKWAC,-0.047,-0.241,0.149,0.0234087823077217,1.44,0.676,1177.4,euc_ukwac_cbow_300_r5m_RT ~ country +  Letters_n + logUKWAC,euc_ukwac_cbow_300_r5,m_RT ~ country +  Letters_n + logUKWAC,-0.047,-0.234,0.14,0.0234087823077217,1.45,0.677,1178.6,ukwac,euc,lowercase,cbow,r_05,300,predict,1173.01,1174.19,TRUE,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
euc_ukwac_cbow_50_r1,m_RT ~ country +  Letters_n + logUKWAC,-0.039,-0.22,0.16,0.053337045637265,4.89,0.674,1177.4,euc_ukwac_cbow_50_r1m_RT ~ country +  Letters_n + logUKWAC,euc_ukwac_cbow_50_r1,m_RT ~ country +  Letters_n + logUKWAC,-0.039,-0.274,0.219,0.053337045637265,4.95,0.673,1178.6,ukwac,euc,lowercase,cbow,r_01,50,predict,1173.01,1174.19,TRUE,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
euc_ukwac_cbow_50_r10,m_RT ~ country +  Letters_n + logUKWAC,0.327,0.18,0.473,0.00211505686965461,3.88,0.07,1174.1,euc_ukwac_cbow_50_r10m_RT ~ country +  Letters_n + logUKWAC,euc_ukwac_cbow_50_r10,m_RT ~ country +  Letters_n + logUKWAC,0.325,0.182,0.5,0.00211505686965461,3.89,0.071,1175.3,ukwac,euc,lowercase,cbow,r_10,50,predict,1173.01,1174.19,TRUE,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
euc_ukwac_cbow_50_r3,m_RT ~ country +  Letters_n + logUKWAC,0.076,-0.138,0.265,0.0598185020297283,2.02,0.64,1177.3,euc_ukwac_cbow_50_r3m_RT ~ country +  Letters_n + logUKWAC,euc_ukwac_cbow_50_r3,m_RT ~ country +  Letters_n + logUKWAC,0.076,-0.101,0.265,0.0598185020297283,2.05,0.639,1178.5,ukwac,euc,lowercase,cbow,r_03,50,predict,1173.01,1174.19,TRUE,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
euc_ukwac_cbow_50_r5,m_RT ~ country +  Letters_n + logUKWAC,0.18,-0.019,0.376,0.0192024264827306,3.08,0.299,1176.4,euc_ukwac_cbow_50_r5m_RT ~ country +  Letters_n + logUKWAC,euc_ukwac_cbow_50_r5,m_RT ~ country +  Letters_n + logUKWAC,0.18,-0.002,0.37,0.0192024264827306,3.11,0.298,1177.6,ukwac,euc,lowercase,cbow,r_05,50,predict,1173.01,1174.19,TRUE,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
euc_ukwac_cbow_500_r1,m_RT ~ country +  Letters_n + logUKWAC,-0.101,-0.325,0.097,0.00775135679832379,10.01,0.328,1176.6,euc_ukwac_cbow_500_r1m_RT ~ country +  Letters_n + logUKWAC,euc_ukwac_cbow_500_r1,m_RT ~ country +  Letters_n + logUKWAC,-0.101,-0.28,0.096,0.00775135679832379,10.07,0.328,1177.7,ukwac,euc,lowercase,cbow,r_01,500,predict,1173.01,1174.19,TRUE,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
euc_ukwac_cbow_500_r10,m_RT ~ country +  Letters_n + logUKWAC,0.099,-0.11,0.288,0.0297719032909722,3.49,0.165,1175.5,euc_ukwac_cbow_500_r10m_RT ~ country +  Letters_n + logUKWAC,euc_ukwac_cbow_500_r10,m_RT ~ country +  Letters_n + logUKWAC,0.098,-0.108,0.293,0.0297719032909722,3.48,0.168,1176.7,ukwac,euc,lowercase,cbow,r_10,500,predict,1173.01,1174.19,TRUE,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
euc_ukwac_cbow_500_r3,m_RT ~ country +  Letters_n + logUKWAC,-0.041,-0.213,0.144,0.0477722109112589,3.43,0.466,1177,euc_ukwac_cbow_500_r3m_RT ~ country +  Letters_n + logUKWAC,euc_ukwac_cbow_500_r3,m_RT ~ country +  Letters_n + logUKWAC,-0.041,-0.216,0.141,0.0477722109112589,3.45,0.466,1178.2,ukwac,euc,lowercase,cbow,r_03,500,predict,1173.01,1174.19,TRUE,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
euc_ukwac_cbow_500_r5,m_RT ~ country +  Letters_n + logUKWAC,0.041,-0.116,0.225,0.0263720311255534,3.67,0.292,1176.4,euc_ukwac_cbow_500_r5m_RT ~ country +  Letters_n + logUKWAC,euc_ukwac_cbow_500_r5,m_RT ~ country +  Letters_n + logUKWAC,0.041,-0.16,0.254,0.0263720311255534,3.69,0.294,1177.6,ukwac,euc,lowercase,cbow,r_05,500,predict,1173.01,1174.19,TRUE,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
euc_ukwac_conditional_probability_None_r1,m_RT ~ country +  Letters_n + logUKWAC,-0.4,-0.567,-0.223,-0.000648817771650305,-689.47,0.335,1176.6,euc_ukwac_conditional_probability_None_r1m_RT ~ country +  Letters_n + logUKWAC,euc_ukwac_conditional_probability_None_r1,m_RT ~ country +  Letters_n + logUKWAC,-0.402,-0.546,-0.236,-0.000648817771650305,-718.28,0.318,1177.7,ukwac,euc,lowercase,conditional_probability_None,r_01,None,count,1173.01,1174.19,TRUE,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
euc_ukwac_conditional_probability_None_r10,m_RT ~ country +  Letters_n + logUKWAC,0.068,-0.116,0.262,0.105705432469194,2665.26,0.259,1176.2,euc_ukwac_conditional_probability_None_r10m_RT ~ country +  Letters_n + logUKWAC,euc_ukwac_conditional_probability_None_r10,m_RT ~ country +  Letters_n + logUKWAC,0.066,-0.143,0.261,0.105705432469194,2625.53,0.269,1177.5,ukwac,euc,lowercase,conditional_probability_None,r_10,None,count,1173.01,1174.19,TRUE,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
euc_ukwac_conditional_probability_None_r3,m_RT ~ country +  Letters_n + logUKWAC,-0.255,-0.422,-0.101,0.0403197760979825,-40.65,0.978,1177.6,euc_ukwac_conditional_probability_None_r3m_RT ~ country +  Letters_n + logUKWAC,euc_ukwac_conditional_probability_None_r3,m_RT ~ country +  Letters_n + logUKWAC,-0.256,-0.413,-0.09,0.0403197760979825,-74.46,0.96,1178.7,ukwac,euc,lowercase,conditional_probability_None,r_03,None,count,1173.01,1174.19,TRUE,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
euc_ukwac_conditional_probability_None_r5,m_RT ~ country +  Letters_n + logUKWAC,-0.125,-0.313,0.062,0.0844952372873649,1566.39,0.461,1177,euc_ukwac_conditional_probability_None_r5m_RT ~ country +  Letters_n + logUKWAC,euc_ukwac_conditional_probability_None_r5,m_RT ~ country +  Letters_n + logUKWAC,-0.127,-0.308,0.045,0.0844952372873649,1521.49,0.477,1178.2,ukwac,euc,lowercase,conditional_probability_None,r_05,None,count,1173.01,1174.19,TRUE,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
euc_ukwac_log_cooccurrence_None_r1,m_RT ~ country +  Letters_n + logUKWAC,-0.236,-0.41,-0.058,0.102835947653208,-1.64,0,1157.1,euc_ukwac_log_cooccurrence_None_r1m_RT ~ country +  Letters_n + logUKWAC,euc_ukwac_log_cooccurrence_None_r1,m_RT ~ country +  Letters_n + logUKWAC,-0.233,-0.436,-0.037,0.102835947653208,-1.64,0,1158.5,ukwac,euc,lowercase,log_cooccurrence_None,r_01,None,count,1173.01,1174.19,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
euc_ukwac_log_cooccurrence_None_r10,m_RT ~ country +  Letters_n + logUKWAC,-0.204,-0.4,0.041,0.0952962069559713,-0.51,0.001,1166.4,euc_ukwac_log_cooccurrence_None_r10m_RT ~ country +  Letters_n + logUKWAC,euc_ukwac_log_cooccurrence_None_r10,m_RT ~ country +  Letters_n + logUKWAC,-0.201,-0.364,-0.005,0.0952962069559713,-0.51,0.001,1167.8,ukwac,euc,lowercase,log_cooccurrence_None,r_10,None,count,1173.01,1174.19,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
euc_ukwac_log_cooccurrence_None_r3,m_RT ~ country +  Letters_n + logUKWAC,-0.214,-0.414,0.016,0.099070649439934,-0.88,0,1163.8,euc_ukwac_log_cooccurrence_None_r3m_RT ~ country +  Letters_n + logUKWAC,euc_ukwac_log_cooccurrence_None_r3,m_RT ~ country +  Letters_n + logUKWAC,-0.212,-0.384,-0.01,0.099070649439934,-0.87,0,1165.2,ukwac,euc,lowercase,log_cooccurrence_None,r_03,None,count,1173.01,1174.19,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
euc_ukwac_log_cooccurrence_None_r5,m_RT ~ country +  Letters_n + logUKWAC,-0.216,-0.413,0.009,0.0974035423416321,-0.69,0.001,1165,euc_ukwac_log_cooccurrence_None_r5m_RT ~ country +  Letters_n + logUKWAC,euc_ukwac_log_cooccurrence_None_r5,m_RT ~ country +  Letters_n + logUKWAC,-0.213,-0.407,0.024,0.0974035423416321,-0.69,0.001,1166.4,ukwac,euc,lowercase,log_cooccurrence_None,r_05,None,count,1173.01,1174.19,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
euc_ukwac_pmi_None_r1,m_RT ~ country +  Letters_n + logUKWAC,-0.252,-0.4,-0.099,0.0396667781970163,-0.2,0,1158,euc_ukwac_pmi_None_r1m_RT ~ country +  Letters_n + logUKWAC,euc_ukwac_pmi_None_r1,m_RT ~ country +  Letters_n + logUKWAC,-0.249,-0.415,-0.102,0.0396667781970163,-0.2,0,1159.4,ukwac,euc,lowercase,pmi_None,r_01,None,count,1173.01,1174.19,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
euc_ukwac_pmi_None_r10,m_RT ~ country +  Letters_n + logUKWAC,-0.056,-0.224,0.134,0.03006463028493,-0.14,0,1162.1,euc_ukwac_pmi_None_r10m_RT ~ country +  Letters_n + logUKWAC,euc_ukwac_pmi_None_r10,m_RT ~ country +  Letters_n + logUKWAC,-0.054,-0.233,0.136,0.03006463028493,-0.14,0,1163.5,ukwac,euc,lowercase,pmi_None,r_10,None,count,1173.01,1174.19,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
euc_ukwac_pmi_None_r3,m_RT ~ country +  Letters_n + logUKWAC,-0.151,-0.323,0.014,0.0336337377414942,-0.17,0,1159.7,euc_ukwac_pmi_None_r3m_RT ~ country +  Letters_n + logUKWAC,euc_ukwac_pmi_None_r3,m_RT ~ country +  Letters_n + logUKWAC,-0.149,-0.328,0.04,0.0336337377414942,-0.17,0,1161.1,ukwac,euc,lowercase,pmi_None,r_03,None,count,1173.01,1174.19,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
euc_ukwac_pmi_None_r5,m_RT ~ country +  Letters_n + logUKWAC,-0.122,-0.28,0.041,0.031978707616719,-0.16,0,1159.8,euc_ukwac_pmi_None_r5m_RT ~ country +  Letters_n + logUKWAC,euc_ukwac_pmi_None_r5,m_RT ~ country +  Letters_n + logUKWAC,-0.12,-0.291,0.069,0.031978707616719,-0.16,0,1161.3,ukwac,euc,lowercase,pmi_None,r_05,None,count,1173.01,1174.19,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
